Fragebogenkürzel;Frage;Item;Subskala1;Subskala2;Subskala3;Umkodieren? (x);Wie viele Antwortmöglichkeiten? (2-7);Wie Score Berechenen
RSTPQ2[RSTPQ18];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Wenn ich nervös bin, fällt mir manchmal auf, dass meine Gedanken abreißen.];RSTPQ_BIS;RSTPQ_MotorPlanningInterruption;;;4;Summe
RSTPQ2[RSTPQ19];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich würde schnell losrennen, wenn der Feueralarm in einem Einkaufszentrum anginge.];RSTPQ_FFS;RSTPQ_Flight;;;4;Summe
RSTPQ2[RSTPQ20];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich überwinde häufig Hürden, um meine Bestrebungen zu erreichen.];RSTPQ_BAS;RSTPQ_DrivePersistence;;;4;Summe
RSTPQ2[RSTPQ21];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich fühle mich häufig deprimiert.];RSTPQ_BIS;RSTPQ_BehavioralDisengagement;;;4;Summe
RSTPQ2[RSTPQ22];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich denke, ich sollte öfter innehalten und nachdenken, statt mich zu schnell in Dinge zu stürzen.];RSTPQ_BAS;RSTPQ_Impulsivity;;;4;Summe
RSTPQ3[RSTPQ23];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein.Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich erlebe häufig ein emotionales Hochgefühl.];RSTPQ_BAS;RSTPQ_RewardReactivity;;;4;Summe
RSTPQ3[RSTPQ24];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein.Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich liebe es, Wettkämpfe zu gewinnen.];RSTPQ_BAS;RSTPQ_RewardReactivity;;;4;Summe
RSTPQ3[RSTPQ25];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein.Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Es gibt mir einen besonderen Nervenkitzel, wenn ich für etwas, das ich gut gemacht habe, gelobt werde.];RSTPQ_BAS;RSTPQ_RewardReactivity;;;4;Summe
RSTPQ3[RSTPQ26];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein.Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich habe ein großes Interesse an Hobbys.];RSTPQ_BAS;RSTPQ_RewardInterest;;;4;Summe
RSTPQ3[RSTPQ27];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein.Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich kann mich manchmal selbst nicht vom Reden abhalten, obwohl ich weiß, dass ich besser den Mund halten sollte.];RSTPQ_BAS;RSTPQ_Impulsivity;;;4;Summe
RSTPQ3[RSTPQ28];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein.Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich mache häufig risikoreiche Dinge, ohne an die Folgen zu denken.];RSTPQ_BAS;RSTPQ_Impulsivity;;;4;Summe
RSTPQ3[RSTPQ29];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein.Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Mein Kopf wird manchmal von Gedanken über die schlechten Dinge, die ich getan habe, beherrscht.];RSTPQ_BIS;RSTPQ_ObsessiveThoughts;;;4;Summe
RSTPQ3[RSTPQ30];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein.Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich werde sehr aufgeregt, wenn ich bekomme, was ich will.];RSTPQ_BAS;RSTPQ_RewardReactivity;;;4;Summe
RSTPQ3[RSTPQ31];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein.Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich fühle mich dazu angetrieben, in der von mir gewählten Laufbahn erfolgreich zu sein.];RSTPQ_BAS;RSTPQ_DrivePersistence;;;4;Summe
RSTPQ3[RSTPQ32];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein.Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich entdecke immer neue und interessante Dinge, die ich tun kann.];RSTPQ_BAS;RSTPQ_RewardInterest;;;4;Summe
RSTPQ3[RSTPQ33];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein.Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich wäge immer die Möglichkeit ab, dass etwas Schlechtes in meinem Leben passieren könnte.];RSTPQ_BIS;RSTPQ_ObsessiveThoughts;;;4;Summe
RSTPQ4[AC05];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Menschen essen Lebensmittel.];AttentionCheck;;;;4;Summe
RSTPQ4[RSTPQ34];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Menschen sagen mir häufig, ich soll mir keine Sorgen machen.];RSTPQ_BIS;RSTPQ_CautiousRiskAssessment;;;4;Summe
RSTPQ4[RSTPQ35];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich bin gegenüber neuen Erfahrungen im Leben sehr aufgeschlossen.];RSTPQ_BAS;RSTPQ_RewardInterest;;;4;Summe
RSTPQ4[RSTPQ36];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich feiere immer, wenn ich etwas Wichtiges erreicht habe.];RSTPQ_BAS;RSTPQ_RewardReactivity;;;4;Summe
RSTPQ4[RSTPQ37];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Es fällt mir auf, dass ich auf erfreuliche Dinge im Leben stark reagiere.];RSTPQ_BAS;RSTPQ_RewardReactivity;;;4;Summe
RSTPQ4[RSTPQ38];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich ertappe mich dabei, dass ich Dinge ganz spontan tue.];RSTPQ_BAS;RSTPQ_Impulsivity;;;4;Summe
RSTPQ4[RSTPQ39];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich würde auf der Stelle erstarren, wenn ich die Türe öffnete und einen Fremden im Haus anträfe.];RSTPQ_FFS;RSTPQ_Freezing;;;4;Summe
RSTPQ4[RSTPQ40];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich kaufe ständig Dinge aus einem Impuls heraus.];RSTPQ_BAS;RSTPQ_Impulsivity;;;4;Summe
RSTPQ4[RSTPQ41];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich bin sehr hartnäckig, wenn es darum geht, meine Ziele zu erreichen.];RSTPQ_BAS;RSTPQ_DrivePersistence;;;4;Summe
RSTPQ4[RSTPQ42];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Wenn ich versuche eine Entscheidung zu treffen, stelle ich fest, dass ich alles immer wieder durchkaue.];RSTPQ_BIS;RSTPQ_CautiousRiskAssessment;;;4;Summe
RSTPQ4[RSTPQ43];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich mache mir oft Sorgen darüber, andere Menschen zu enttäuschen.];RSTPQ_BIS;RSTPQ_CautiousRiskAssessment;;;4;Summe
RSTPQ4[RSTPQ44];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich würde ganz spontan in den Urlaub fahren.];RSTPQ_BAS;RSTPQ_Impulsivity;;;4;Summe
RSTPQ5[RSTPQ45];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich würde schnell wegrennen, wenn ich wüsste, dass mir spät nachts jemand folgt.];RSTPQ_FFS;RSTPQ_Flight;;;4;Summe
RSTPQ5[RSTPQ46];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich würde den Park verlassen, wenn ich eine Gruppe Hunde sehen würde, die herumrennt und Leute anbellt.];RSTPQ_FFS;RSTPQ_Flight;;;4;Summe
RSTPQ5[RSTPQ47];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich mache mir häufig Sorgen.];RSTPQ_BIS;RSTPQ_CautiousRiskAssessment;;;4;Summe
RSTPQ5[RSTPQ48];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich würde erstarren, wenn es im Flugzeug Turbulenzen gäbe.];RSTPQ_FFS;RSTPQ_Freezing;;;4;Summe
RSTPQ5[RSTPQ49];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Mein Verhalten kann leicht unterbrochen werden.];RSTPQ_BIS;RSTPQ_MotorPlanningInterruption;;;4;Summe
RSTPQ5[RSTPQ50];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Es fällt mir schwer, manche Dinge aus dem Kopf zu bekommen.];RSTPQ_BIS;RSTPQ_ObsessiveThoughts;;;4;Summe
RSTPQ5[RSTPQ51];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Ich denke, die besten Ausgeh;RSTPQ_BAS;RSTPQ_Impulsivity;;;4;Summe
RSTPQ5[RSTPQ52];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Es gibt einige Dinge, denen ich mich einfach nicht annähern kann.];RSTPQ_FFS;RSTPQ_ActiveAvoidance;;;4;Summe
RSTPQ5[RSTPQ53];Im Folgenden finden Sie eine Reihe von Aussagen über alltägliche Gefühle und Verhaltensweisen. Bitte bewerten Sie, wie genau jede dieser Aussagen im Allgemeinen auf Sie zutrifft. Bitte kreisen Sie jeweils nur eine Antwort ein. Denken Sie nicht zu lange über die Fragen nach und beantworten Sie sie bitte wahrheitsgemäß. Ihre Antworten werden vertraulich behandelt. ;Wenn ich etwas sehe, das ich will, handle ich schnurstracks.];RSTPQ_BAS;RSTPQ_Impulsivity;;;4;Summe
